172,0,TCOF1
175,0,NSRP1
168,0,SPPL3
179,0,OPA3
117,0,OPA1
156,0,ITGA8
152,0,ITGA9
221,0,ITGA1
117,0,ITGA2
26,0,ITGA3
625,0,ITGA4
302,0,ITGA5
47,0,ITGA6
511,0,ITGA7
14,0,TRHR
18,0,UFSP1
187,0,UFSP2
20,0,CHST8
35,0,CHST1
194,0,CHST3
20,0,CHST2
23,0,CHST5
73,0,CHST4
7,0,CHST7
13,0,CHST6
367,0,ITGAX
450,0,BCL2A1
88,1,ITGAV
589,0,ITGAL
384,0,ITGAM
20,0,ITGAD
2,0,ITGAE
68,0,IGF2R
21,0,SLC36A4
14,0,CKS1B
11,0,SLC36A1
13,0,ARTN
12,0,ART1
34,0,ART4
8,0,CADPS2
168,0,RLF
690,0,CRTAP
655,0,ADPGK
41,0,CPEB4
888,0,CPEB1
258,1,CPEB3
15,0,CPEB2
22,0,SRBD1
158,0,ABAT
40,0,PHOX2A
22,1,PHOX2B
4,0,UPK2
54,0,CFH
62,0,CFI
65,0,ANKFY1
32,0,CFB
119,0,CFP
206,0,AAAS
259,0,SIDT1
13,0,SIDT2
149,0,AAGAB
295,0,C4orf17
40,0,SCYL1
205,0,ABCE1
312,0,TEN1-CDK3
9,0,ZNF117
11,0,ZNF114
99,0,SEZ6L
96,0,PRKAR2A
32,0,PRKAR2B
53,0,MAGT1
127,0,ITGA2B
17,0,PHACTR1
3,0,OR2K2
9,0,PHACTR3
372,0,CASP5
4,0,NR1D1
9,0,NR1D2
118,0,OGFR
709,0,PTCH2
78,1,PTCH1
22,0,TIMM44
4,0,RAD9B
523,0,RAD9A
10,0,ERGIC2
62,0,ERGIC3
62,0,ERGIC1
66,0,B3GAT3
4,0,B3GAT2
42,0,B3GAT1
75,0,CALM2
39,0,CALM3
2,0,SPG21
582,0,SPG20
75,0,GSDMB
28,0,GSDMC
402,0,GSDMD
2,0,UPK1A
7,0,UPK1B
53,0,DLGAP2
97,0,DLGAP3
51,0,DLGAP1
19,0,DLGAP4
344,0,DLGAP5
134,0,OIP5
227,0,FAM169A
426,0,PTPN18
16,0,LRRFIP2
335,1,PTPN13
393,0,PTPN12
391,1,PTPN11
87,0,PTPN14
19,0,LYAR
44,0,TRAPPC6A
387,0,MZB1
9,0,TRAPPC6B
236,0,CDK3
26,0,HLA-DQB1
40,0,MSMB
43,0,HLA-DQB2
64,0,CDK7
84,0,FOXS1
14,0,CAMKK2
32,0,CAMKK1
53,0,CHMP3
91,0,RPL36AL
36,0,CHMP7
12,0,CHMP6
9,0,CHMP5
15,0,OR52N4
2,0,OR52N2
2,0,OR52N1
3,0,LY6G6C
15,1,HOXA13
23,1,HOXA11
41,0,GTF2I
39,0,TDG
467,0,HN1
435,0,LRRC27
147,0,LRRC26
349,0,LRRC25
377,0,LRRC24
491,0,LRRC23
640,0,MPDU1
164,0,LRRC29
7,0,LRRC28
2,0,GCNT4
123,0,GCNT1
52,0,GCNT2
15,0,LPCAT4
134,0,LPCAT2
272,0,LPCAT3
252,0,LPCAT1
565,0,TAGLN
5,0,ALPP
5,0,PDK1
10,0,PDK3
155,0,PDK2
304,0,EBP
39,0,PDK4
35,0,LNPEP
29,0,ALPI
191,0,SEC61A1
93,0,SEC61A2
153,0,ALPL
9,0,PECR
2,1,DDIT3
2,0,DDIT4
15,0,HYAL1
294,0,CT45A1
60,0,PTPMT1
389,0,ATP5C1
72,0,NPC2
2,0,NPC1
66,0,RAB3GAP2
176,0,BHLHA15
294,0,RAB3GAP1
18,0,DAG1
85,0,ETHE1
328,0,SGSM3
295,0,KDM1A
3,0,KDM1B
36,0,HIST1H3H
507,0,FCER1G
289,0,BTG4
71,0,BTG3
8,0,BTG2
156,1,BTG1
8,0,SRD5A3
86,0,SRD5A1
317,0,GGA1
351,0,GGA3
128,0,GGA2
55,0,FHOD1
554,0,GJC1
554,0,PSMB9
689,0,PSMB8
344,0,PSMB7
338,0,PSMB6
398,0,PSMB5
8,0,PSMB4
271,0,PSMB3
111,0,PSMB2
74,0,PSMB1
384,0,LMBR1L
682,0,PNMA1
13,0,ACKR2
224,0,PNMA3
166,0,PNMA2
246,0,TRIML2
81,0,VPS13D
172,0,NACC1
19,0,VPS13A
143,0,SH3KBP1
192,0,VPS13C
487,0,VPS13B
329,0,BEX2
434,0,BEX1
5,0,TMEM160
26,0,TMEM165
17,0,TMEM164
457,0,EVI2A
80,0,TMEM168
546,0,EVI2B
26,0,FOXN2
271,0,FOXN3
604,0,COL14A1
194,0,IFFO1
375,0,TAP2
461,0,SNAP91
273,0,C11orf30
4,0,IFNA6
83,0,MACROD2
43,0,MACROD1
