label	gene
upregulated.wound	TNNI2
upregulated.wound	SMPX
upregulated.wound	TPM2
upregulated.wound	CAP2
upregulated.wound	ENO3
upregulated.wound	FOS
upregulated.wound	MYL2
upregulated.wound	MYLPF
upregulated.wound	PEBP4
upregulated.wound	TNNT3
upregulated.wound	ACTG1
upregulated.wound	SCD
upregulated.wound	SLC5A1
upregulated.wound	GATA3
upregulated.wound	SLC25A4
upregulated.wound	COL1A2
upregulated.wound	FITM1
upregulated.wound	PPP1R1A
upregulated.wound	RHBG
upregulated.wound	AQP3
upregulated.wound	FBP2
upregulated.wound	GADD45G
upregulated.wound	MYL1
upregulated.wound	NDUFS3
upregulated.wound	PGM1
upregulated.wound	POPDC3
upregulated.wound	SGCD
upregulated.wound	TNNC2
upregulated.wound	CCL28
upregulated.wound	CKM
upregulated.wound	CXCL8
upregulated.wound	GLTP
upregulated.wound	KLK1
upregulated.wound	POSTN
upregulated.wound	SIX1
upregulated.wound	UNC5B
upregulated.wound	CFL2
upregulated.wound	DES
upregulated.wound	LTF
upregulated.wound	AREG
upregulated.wound	BCKDHB
upregulated.wound	NQO1
upregulated.wound	PANK1
upregulated.wound	BIN1
upregulated.wound	CA2
upregulated.wound	EGR1
upregulated.wound	FOSL1
upregulated.wound	GOT1
upregulated.wound	GPD1
upregulated.wound	HSD11B1
upregulated.wound	MAL2
upregulated.wound	ACSL1
upregulated.wound	ARG2
upregulated.wound	CLDN8
upregulated.wound	CXCL9
upregulated.wound	DCT
upregulated.wound	DDX39B
upregulated.wound	FABP7
upregulated.wound	NCAM1
upregulated.wound	PKIA
upregulated.wound	SOX9
upregulated.wound	STRADB
upregulated.wound	THBS1
upregulated.wound	TNMD
upregulated.wound	ZFP36
upregulated.wound	ANGPTL4
upregulated.wound	ATF3
upregulated.wound	CCL8
upregulated.wound	CILP
upregulated.wound	GPT2
upregulated.wound	IRF1
upregulated.wound	KCNJ13
upregulated.wound	KIF21A
upregulated.wound	KRT18
upregulated.wound	KRT2
upregulated.wound	LAMB2
upregulated.wound	PRKAA2
upregulated.wound	RAMP1
upregulated.wound	RBP7
upregulated.wound	STEAP1
upregulated.wound	STEAP1B
upregulated.wound	STMN2
upregulated.wound	UCHL1
upregulated.wound	ARPP21
upregulated.wound	CDH1
upregulated.wound	COX7A1
upregulated.wound	CRISP3
upregulated.wound	EPCAM
upregulated.wound	EPHA4
upregulated.wound	EPHX1
upregulated.wound	EPHX2
upregulated.wound	EXPH5
upregulated.wound	HPD
upregulated.wound	MAVS
upregulated.wound	MYOC
upregulated.wound	PEG10
upregulated.wound	PPP1CB
upregulated.wound	PRDM1
upregulated.wound	SLC2A4
upregulated.wound	SPRR1A
upregulated.wound	SPRR1B
upregulated.wound	SPTB
upregulated.wound	SQLE
upregulated.wound	VDAC2
upregulated.wound	ABRA
upregulated.wound	ATF6B
upregulated.wound	BDNF
upregulated.wound	CAPN3
upregulated.wound	CEBPD
upregulated.wound	CIB2
upregulated.wound	DDR1
upregulated.wound	F3
upregulated.wound	FASN
upregulated.wound	FBXO32
upregulated.wound	FOXA1
upregulated.wound	FXR1
upregulated.wound	GPX2
upregulated.wound	IGFBP5
upregulated.wound	KLF11
upregulated.wound	KLF13
upregulated.wound	MTDH
upregulated.wound	OCLN
upregulated.wound	ORMDL1
upregulated.wound	PRLR
upregulated.wound	RAD51AP1
upregulated.wound	RHOV
upregulated.wound	SCGB2A1
upregulated.wound	SCGB2A2
upregulated.wound	SLC15A1
upregulated.wound	SLC45A2
upregulated.wound	TFAP2B
upregulated.wound	TNFRSF12A
upregulated.wound	TYRO3
upregulated.wound	ABHD12B
upregulated.wound	ANAPC5
upregulated.wound	ANPEP
upregulated.wound	ATP9A
upregulated.wound	BMP4
upregulated.wound	CA3
upregulated.wound	CCL27
upregulated.wound	CLDN4
upregulated.wound	COQ10A
upregulated.wound	CTNNBIP1
upregulated.wound	DBI
upregulated.wound	EIF2A
upregulated.wound	FABP3
upregulated.wound	GAL
upregulated.wound	GYS1
upregulated.wound	HADHA
upregulated.wound	HK2
upregulated.wound	HOMER2
upregulated.wound	LRRC1
upregulated.wound	MAP2
upregulated.wound	MMP7
upregulated.wound	NCK2
upregulated.wound	NTRK3
upregulated.wound	PITX2
upregulated.wound	PPP1R10
upregulated.wound	PPP6R3
upregulated.wound	PTGS2
upregulated.wound	RMND5A
upregulated.wound	RND3
upregulated.wound	SCD5
upregulated.wound	SERPINA1
upregulated.wound	SF3B4
upregulated.wound	SLC7A1
upregulated.wound	TGFA
upregulated.wound	TLR4
upregulated.wound	TTC8
upregulated.wound	TUBA4A
upregulated.wound	TYR
upregulated.wound	TYRP1
upregulated.wound	UAP1
upregulated.wound	ABHD5
upregulated.wound	ACSL3
upregulated.wound	AK5
upregulated.wound	ANGPTL1
upregulated.wound	ANKRD22
upregulated.wound	APTX
upregulated.wound	ATP1B1
upregulated.wound	ATP2A2
upregulated.wound	CA6
upregulated.wound	CDK4
upregulated.wound	CES3
upregulated.wound	COPS2
upregulated.wound	CREM
upregulated.wound	CTH
upregulated.wound	DAPL1
upregulated.wound	DDX18
upregulated.wound	DUSP1
upregulated.wound	EDNRB
upregulated.wound	FGFR2
upregulated.wound	FITM2
upregulated.wound	FUT1
upregulated.wound	GALP
upregulated.wound	GATM
upregulated.wound	GPX1
upregulated.wound	HAS3
upregulated.wound	KLHDC3
upregulated.wound	KRT79
upregulated.wound	LEF1
upregulated.wound	LGALS4
upregulated.wound	MAGI3
upregulated.wound	MRC1
upregulated.wound	MYH10
upregulated.wound	NPPC
upregulated.wound	PBK
upregulated.wound	PRNP
upregulated.wound	PTH1R
upregulated.wound	SCGB1D1
upregulated.wound	SCGB1D2
upregulated.wound	SCGB1D4
upregulated.wound	SERPINE1
upregulated.wound	SLC30A9
upregulated.wound	SLC38A3
upregulated.wound	SLC7A11
upregulated.wound	SNRPA
upregulated.wound	STEAP4
upregulated.wound	TBX3
upregulated.wound	TRA2B
upregulated.wound	VCAN
upregulated.wound	VCL
upregulated.wound	ABCA3
upregulated.wound	ANGPTL2
upregulated.wound	B4GALT4
upregulated.wound	CBR1
upregulated.wound	CCNA1
upregulated.wound	CDA
upregulated.wound	CHUK
upregulated.wound	CRY2
upregulated.wound	CYP2R1
upregulated.wound	DEGS1
upregulated.wound	DKK2
upregulated.wound	DLD
upregulated.wound	DSTN
upregulated.wound	DUOX1
upregulated.wound	ENPP2
upregulated.wound	EPAS1
upregulated.wound	FBN1
upregulated.wound	FDPS
upregulated.wound	GADD45A
upregulated.wound	GFPT1
upregulated.wound	GLI2
upregulated.wound	HMGA1
upregulated.wound	ID4
upregulated.wound	ISG15
upregulated.wound	JUN
upregulated.wound	JUNB
upregulated.wound	KIRREL2
upregulated.wound	KRT8
upregulated.wound	LEP
upregulated.wound	MAPK13
upregulated.wound	MPP7
upregulated.wound	NES
upregulated.wound	NPFFR1
upregulated.wound	NPHP1
upregulated.wound	NSDHL
upregulated.wound	OVGP1
upregulated.wound	PADI2
upregulated.wound	PHF6
upregulated.wound	PHGDH
upregulated.wound	PHKB
upregulated.wound	PON2
upregulated.wound	PPARA
upregulated.wound	PRDX6
upregulated.wound	PRELP
upregulated.wound	PSMD1
upregulated.wound	RGS2
upregulated.wound	RUNX1T1
upregulated.wound	SDR16C5
upregulated.wound	SDS
upregulated.wound	SEMA4D
upregulated.wound	SIX4
upregulated.wound	SLC16A1
upregulated.wound	SLC30A6
upregulated.wound	SLC4A4
upregulated.wound	TF
upregulated.wound	TNC
upregulated.wound	TRIM13
upregulated.wound	UPF3B
upregulated.wound	VLDLR
upregulated.wound	WNT11
upregulated.wound	AGPAT2
upregulated.wound	ALDH1A1
upregulated.wound	ALDH2
upregulated.wound	ARL6IP5
upregulated.wound	ATG4D
upregulated.wound	BMP2
upregulated.wound	CAMP
upregulated.wound	CD163
upregulated.wound	CDS1
upregulated.wound	CHMP4C
upregulated.wound	CLDN1
upregulated.wound	CLDN17
upregulated.wound	COL5A1
upregulated.wound	CTNNB1
upregulated.wound	CYB5A
upregulated.wound	DCN
upregulated.wound	DHRS7
upregulated.wound	DHX32
upregulated.wound	DLK2
upregulated.wound	DNAJC19
upregulated.wound	DUSP5
upregulated.wound	ENC1
upregulated.wound	FBP1
upregulated.wound	FGD1
upregulated.wound	FMO5
upregulated.wound	FN1
upregulated.wound	FOSL2
upregulated.wound	FUBP3
upregulated.wound	FZD3
upregulated.wound	GPRC5B
upregulated.wound	IFI30
upregulated.wound	IRF8
upregulated.wound	ITIH5
upregulated.wound	KAT7
upregulated.wound	KRT85
upregulated.wound	LIMK2
upregulated.wound	MDGA1
upregulated.wound	MMP1
upregulated.wound	MT1H
upregulated.wound	MT1HL1
upregulated.wound	MT1X
upregulated.wound	MX1
upregulated.wound	MYC
upregulated.wound	NREP
upregulated.wound	NUCKS1
upregulated.wound	PIGU
upregulated.wound	PLIN2
upregulated.wound	PPARGC1A
upregulated.wound	PPP2R1B
upregulated.wound	PSMD10
upregulated.wound	PSORS1C2
upregulated.wound	PTPRK
upregulated.wound	QPCT
upregulated.wound	RAB27A
upregulated.wound	REEP4
upregulated.wound	RGS16
upregulated.wound	S1PR5
upregulated.wound	SEC23A
upregulated.wound	SGK1
upregulated.wound	SLC23A2
upregulated.wound	SOCS1
upregulated.wound	STARD4
upregulated.wound	TAF1D
upregulated.wound	TBC1D7
upregulated.wound	TFB1M
upregulated.wound	TFRC
upregulated.wound	TGFBR1
upregulated.wound	THBS3
upregulated.wound	TIMP1
upregulated.wound	TSTD1
upregulated.wound	TUBGCP3
upregulated.wound	WDR26
upregulated.wound	WNT2B
upregulated.wound	YIPF5
upregulated.wound	ZFAND5
upregulated.wound	AGPAT1
upregulated.wound	AGPAT3
upregulated.wound	ARG1
upregulated.wound	ATL1
upregulated.wound	BAG3
upregulated.wound	CAND2
upregulated.wound	CBX4
upregulated.wound	CCL2
upregulated.wound	CDO1
upregulated.wound	CDSN
upregulated.wound	CEP78
upregulated.wound	CHIA
upregulated.wound	CISH
upregulated.wound	CLDN23
upregulated.wound	CRABP2
upregulated.wound	DSPP
upregulated.wound	EIF2B1
upregulated.wound	FABP6
upregulated.wound	FKBPL
upregulated.wound	FLAD1
upregulated.wound	FOXO1
upregulated.wound	GADD45B
upregulated.wound	GAPDH
upregulated.wound	GHITM
upregulated.wound	GPR63
upregulated.wound	HCRTR2
upregulated.wound	IDH3A
upregulated.wound	IFIT3
upregulated.wound	KANK1
upregulated.wound	KRT4
upregulated.wound	MDFI
upregulated.wound	MDH2
upregulated.wound	MEST
upregulated.wound	MFSD2A
upregulated.wound	MMP14
upregulated.wound	MOB4
upregulated.wound	MYH7
upregulated.wound	NDUFB8
upregulated.wound	NRXN1
upregulated.wound	PDCD4
upregulated.wound	PDX1
upregulated.wound	PEX3
upregulated.wound	PFKFB3
upregulated.wound	PLEK2
upregulated.wound	PLK3
upregulated.wound	PPP1R15A
upregulated.wound	PPP2CA
upregulated.wound	PTPN3
upregulated.wound	RAB11A
upregulated.wound	RAP2B
upregulated.wound	RASSF8
upregulated.wound	RFC5
upregulated.wound	SCARB1
upregulated.wound	SDC2
upregulated.wound	SGCE
upregulated.wound	SLC30A1
upregulated.wound	SLC35A3
upregulated.wound	SMARCC2
upregulated.wound	SOCS3
upregulated.wound	SPDEF
upregulated.wound	TAGLN3
upregulated.wound	TMCC1
upregulated.wound	TMEM38A
upregulated.wound	TMEM45A
upregulated.wound	TNFAIP6
upregulated.wound	TRIM15
upregulated.wound	UBD
upregulated.wound	UCP3
upregulated.wound	UPK3A
upregulated.wound	USP2
upregulated.wound	UST
upregulated.wound	WHAMM
upregulated.wound	ABHD2
upregulated.wound	ACOT4
upregulated.wound	ADIPOQ
upregulated.wound	ADORA2A
upregulated.wound	AGT
upregulated.wound	AKR1B10
upregulated.wound	ALB
upregulated.wound	AP1B1
upregulated.wound	ARHGAP21
upregulated.wound	ARL4C
upregulated.wound	ARPC1A
upregulated.wound	ATAD1
upregulated.wound	BAALC
upregulated.wound	BCLAF1
upregulated.wound	BEND6
upregulated.wound	BRMS1L
upregulated.wound	C1QTNF2
upregulated.wound	C3
upregulated.wound	CAT
upregulated.wound	CATSPER2
upregulated.wound	CDH24
upregulated.wound	CHAT
upregulated.wound	CLEC3B
upregulated.wound	CMBL
upregulated.wound	CNN1
upregulated.wound	COL5A2
upregulated.wound	COL6A3
upregulated.wound	COPS4
upregulated.wound	COPS5
upregulated.wound	CS
upregulated.wound	CYP3A5
upregulated.wound	DEAF1
upregulated.wound	DPT
upregulated.wound	DST
upregulated.wound	EFNA1
upregulated.wound	EGFR
upregulated.wound	EIF2B5
upregulated.wound	EZR
upregulated.wound	FAM177A1
upregulated.wound	FN3K
upregulated.wound	FRMPD1
upregulated.wound	FUT8
upregulated.wound	GAS6
upregulated.wound	GFOD1
upregulated.wound	GJB5
upregulated.wound	GMPR
upregulated.wound	GNMT
upregulated.wound	GRB7
upregulated.wound	HIF1A
upregulated.wound	HSP90AA1
upregulated.wound	HSPE1-MOB4
upregulated.wound	JAG1
upregulated.wound	JCHAIN
upregulated.wound	KCND2
upregulated.wound	KLF10
upregulated.wound	KLF4
upregulated.wound	KRT1
upregulated.wound	LDHB
upregulated.wound	LMBRD1
upregulated.wound	LPIN3
upregulated.wound	LPL
upregulated.wound	MATN2
upregulated.wound	MMP11
upregulated.wound	MOCS3
upregulated.wound	MTMR14
upregulated.wound	MYH7B
upregulated.wound	MYLK
upregulated.wound	MYOCD
upregulated.wound	MYOZ2
upregulated.wound	NDRG2
upregulated.wound	NIP7
upregulated.wound	NKRF
upregulated.wound	NOP58
upregulated.wound	NUDT18
upregulated.wound	P4HA1
upregulated.wound	PARP12
upregulated.wound	PDK1
upregulated.wound	PHACTR3
upregulated.wound	PLEK
upregulated.wound	PMEPA1
upregulated.wound	POLR3H
upregulated.wound	PPTC7
upregulated.wound	PSAP
upregulated.wound	PSRC1
upregulated.wound	PTGFR
upregulated.wound	PTPN2
upregulated.wound	RANBP3L
upregulated.wound	RCN2
upregulated.wound	RNF214
upregulated.wound	SATB1
upregulated.wound	SCAMP1
upregulated.wound	SERPINB10
upregulated.wound	SIRT5
upregulated.wound	SLC22A13
upregulated.wound	SLCO3A1
upregulated.wound	SMAP2
upregulated.wound	SNAPC3
upregulated.wound	SPAM1
upregulated.wound	SPARCL1
upregulated.wound	SPEF2
upregulated.wound	SPOPL
upregulated.wound	SS18
upregulated.wound	TAF2
upregulated.wound	TCEA1
upregulated.wound	TCEA3
upregulated.wound	TFAP2A
upregulated.wound	TGM7
upregulated.wound	TGS1
upregulated.wound	TMEM40
upregulated.wound	TOMM20
upregulated.wound	TSHZ1
upregulated.wound	TXNIP
upregulated.wound	UCHL3
upregulated.wound	VDR
upregulated.wound	YLPM1
upregulated.wound	YWHAZ
upregulated.wound	ZNF79
upregulated.wound	ZPBP2
upregulated.wound	ACAA2
upregulated.wound	ACADVL
upregulated.wound	ACOX2
upregulated.wound	ADAMTS5
upregulated.wound	ADIPOR2
upregulated.wound	ADM
upregulated.wound	ALDH5A1
upregulated.wound	ANKRD2
upregulated.wound	APEX1
upregulated.wound	APOD
upregulated.wound	ARF4
upregulated.wound	ARPC2
upregulated.wound	ATF6
upregulated.wound	B4GALT1
upregulated.wound	BBOX1
upregulated.wound	BTBD7
upregulated.wound	C1QTNF6
upregulated.wound	CASP1
upregulated.wound	CASS4
upregulated.wound	CAST
upregulated.wound	CCDC3
upregulated.wound	CCDC80
upregulated.wound	CD302
upregulated.wound	CD82
upregulated.wound	CDH7
upregulated.wound	CDKN1A
upregulated.wound	CHD7
upregulated.wound	CITED1
upregulated.wound	CLIP1
upregulated.wound	CLN3
upregulated.wound	COQ10B
upregulated.wound	CORO6
upregulated.wound	CRABP1
upregulated.wound	CRYAB
upregulated.wound	CTSS
upregulated.wound	CXCL12
upregulated.wound	CYP3A4
upregulated.wound	CYP3A43
upregulated.wound	CYP3A7
upregulated.wound	CYP7A1
upregulated.wound	DIO2
upregulated.wound	DNAJA4
upregulated.wound	DYNLL1
upregulated.wound	EAPP
upregulated.wound	ELL3
upregulated.wound	ENAH
upregulated.wound	ESRP1
upregulated.wound	FANCF
upregulated.wound	FGL2
upregulated.wound	FKBP5
upregulated.wound	FOXN3
upregulated.wound	GBF1
upregulated.wound	GHR
upregulated.wound	GPAM
upregulated.wound	GPCPD1
upregulated.wound	GUSB
upregulated.wound	HCK
upregulated.wound	HLA-DOA
upregulated.wound	IFI44L
upregulated.wound	IL4R
upregulated.wound	INHBA
upregulated.wound	INSIG2
upregulated.wound	ITGA5
upregulated.wound	ITGAV
upregulated.wound	IVD
upregulated.wound	JADE1
upregulated.wound	KCNMA1
upregulated.wound	KLF2
upregulated.wound	LCP1
upregulated.wound	LPAR3
upregulated.wound	LPIN1
upregulated.wound	LYSMD2
upregulated.wound	MAGEL2
upregulated.wound	MAN2A2
upregulated.wound	MAP2K6
upregulated.wound	MEF2C
upregulated.wound	MEIS1
upregulated.wound	MFGE8
upregulated.wound	MITF
upregulated.wound	MRPS18B
upregulated.wound	MSTN
upregulated.wound	MTURN
upregulated.wound	MYL3
upregulated.wound	NFKBIZ
upregulated.wound	NFYB
upregulated.wound	NR4A1
upregulated.wound	OXNAD1
upregulated.wound	PALMD
upregulated.wound	PAMR1
upregulated.wound	PAQR6
upregulated.wound	PCK1
upregulated.wound	PDE4DIP
upregulated.wound	PDLIM5
upregulated.wound	PEG3
upregulated.wound	PFKFB1
upregulated.wound	PFKFB4
upregulated.wound	PGRMC1
upregulated.wound	PIM1
upregulated.wound	PLCD1
upregulated.wound	PPOX
upregulated.wound	PRKG1
upregulated.wound	PRMT6
upregulated.wound	PROCR
upregulated.wound	PSMD14
upregulated.wound	RAI2
upregulated.wound	RBP4
upregulated.wound	RCAN1
upregulated.wound	RCAN2
upregulated.wound	RDX
upregulated.wound	RPN2
upregulated.wound	S100A12
upregulated.wound	SDC1
upregulated.wound	SDC4
upregulated.wound	SERPINB1
upregulated.wound	SLC2A2
upregulated.wound	SMTNL2
upregulated.wound	SRPX
upregulated.wound	TBXAS1
upregulated.wound	TECRL
upregulated.wound	TMEM200A
upregulated.wound	TMEM52
upregulated.wound	TPM3
upregulated.wound	TRDMT1
upregulated.wound	TRIM29
upregulated.wound	TUBA1B
upregulated.wound	TXLNB
upregulated.wound	UHRF1
upregulated.wound	VEGFA
upregulated.wound	VWA3A
upregulated.wound	WSB2
upregulated.wound	ABCA1
upregulated.wound	ABLIM1
upregulated.wound	ACTB
upregulated.wound	ACTN1
upregulated.wound	ACTR5
upregulated.wound	ADPRHL1
upregulated.wound	AK7
upregulated.wound	ALDH18A1
upregulated.wound	ALPK3
upregulated.wound	ANKRD13C
upregulated.wound	ASPN
upregulated.wound	AZIN1
upregulated.wound	BAZ2A
upregulated.wound	BCAT1
upregulated.wound	BHLHE40
upregulated.wound	BTG1
upregulated.wound	BTG3
upregulated.wound	BZW1
upregulated.wound	CARD16
upregulated.wound	CCDC88A
upregulated.wound	CCNB2
upregulated.wound	CCR1
upregulated.wound	CLEC4M
upregulated.wound	COPZ1
upregulated.wound	CORO1A
upregulated.wound	CPT2
upregulated.wound	CRYZL1
upregulated.wound	CTHRC1
upregulated.wound	CTSC
upregulated.wound	CXCL6
upregulated.wound	CYB561
upregulated.wound	CYBB
upregulated.wound	CYP3A7-CYP3A51P
upregulated.wound	DEDD
upregulated.wound	DEK
upregulated.wound	DENND2C
upregulated.wound	DHRS7C
upregulated.wound	DLAT
upregulated.wound	EIF4EBP2
upregulated.wound	EPN3
upregulated.wound	FBN2
upregulated.wound	FCER1G
upregulated.wound	FHL3
upregulated.wound	FKBP4
upregulated.wound	FMO1
upregulated.wound	FNDC5
upregulated.wound	GDF9
upregulated.wound	GLA
upregulated.wound	GLB1L
upregulated.wound	GLT8D1
upregulated.wound	GRIFIN
upregulated.wound	GXYLT2
upregulated.wound	HIPK1
upregulated.wound	HSPB6
upregulated.wound	HYAL1
upregulated.wound	IER2
upregulated.wound	IL1B
upregulated.wound	IL6
upregulated.wound	ITGA4
upregulated.wound	ITGB2
upregulated.wound	KCNMB4
upregulated.wound	KIFAP3
upregulated.wound	KRT10
upregulated.wound	LRRC20
upregulated.wound	LYPD1
upregulated.wound	MAP3K9
upregulated.wound	MDC1
upregulated.wound	MEDAG
upregulated.wound	MEF2A
upregulated.wound	MGLL
upregulated.wound	MMP8
upregulated.wound	MPZL3
upregulated.wound	MTMR2
upregulated.wound	MYO18B
upregulated.wound	MYOD1
upregulated.wound	NAA50
upregulated.wound	NCAPD2
upregulated.wound	NNT
upregulated.wound	NR4A2
upregulated.wound	NR4A3
upregulated.wound	NTS
upregulated.wound	ODC1
upregulated.wound	OTUB1
upregulated.wound	OXR1
upregulated.wound	P4HA2
upregulated.wound	PDPN
upregulated.wound	PHTF2
upregulated.wound	PLCD4
upregulated.wound	PLEKHO1
upregulated.wound	PLP1
upregulated.wound	PMEL
upregulated.wound	PPL
upregulated.wound	PRKAG1
upregulated.wound	PSMC1
upregulated.wound	PTGFRN
upregulated.wound	QKI
upregulated.wound	R3HDM2
upregulated.wound	RABGAP1
upregulated.wound	RAN
upregulated.wound	RNF111
upregulated.wound	RPS3A
upregulated.wound	RSC1A1
upregulated.wound	S100A8
upregulated.wound	SEC23IP
upregulated.wound	SEC31B
upregulated.wound	SLC13A3
upregulated.wound	SLC16A3
upregulated.wound	SLC16A9
upregulated.wound	SLC25A20
upregulated.wound	SLC25A3
upregulated.wound	SLC25A6
upregulated.wound	SLC2A7
upregulated.wound	SLC34A2
upregulated.wound	SLC37A4
upregulated.wound	SLC7A3
upregulated.wound	SLC7A7
upregulated.wound	SMAD7
upregulated.wound	SNX10
upregulated.wound	SOAT1
upregulated.wound	SOD1
upregulated.wound	SPI1
upregulated.wound	SPP1
upregulated.wound	STAT5A
upregulated.wound	TBX20
upregulated.wound	TCN1
upregulated.wound	TFDP2
upregulated.wound	TGFB2
upregulated.wound	TMBIM6
upregulated.wound	TMEM123
upregulated.wound	TMEM38B
upregulated.wound	TNFAIP8L2
upregulated.wound	TNFRSF1B
upregulated.wound	TNFSF10
upregulated.wound	TPPP3
upregulated.wound	TRAM1
upregulated.wound	TUFT1
upregulated.wound	UPP1
upregulated.wound	VAV1
upregulated.wound	XPO4
upregulated.wound	ACOT13
upregulated.wound	ACSL5
upregulated.wound	ACSS2
upregulated.wound	ADAMTS12
upregulated.wound	ADAMTSL4
upregulated.wound	ADRB2
upregulated.wound	AGTR1
upregulated.wound	ALOX5AP
upregulated.wound	ANK3
upregulated.wound	ANKFY1
upregulated.wound	ANKRD9
upregulated.wound	AR
upregulated.wound	ASB2
upregulated.wound	ATL2
upregulated.wound	ATP1B4
upregulated.wound	ATP2B3
upregulated.wound	ATP6V1C2
upregulated.wound	ATP8B4
upregulated.wound	B4GALT5
upregulated.wound	BCAR3
upregulated.wound	BCL11A
upregulated.wound	BEST2
upregulated.wound	BLM
upregulated.wound	BSCL2
upregulated.wound	C7
upregulated.wound	CARHSP1
upregulated.wound	CASP10
upregulated.wound	CASP3
upregulated.wound	CCL18
upregulated.wound	CD14
upregulated.wound	CD300C
upregulated.wound	CD34
upregulated.wound	CFD
upregulated.wound	CHODL
upregulated.wound	CHRNA1
upregulated.wound	CLU
upregulated.wound	COL21A1
upregulated.wound	CSRP2
upregulated.wound	CTSH
upregulated.wound	CXCL11
upregulated.wound	CYBRD1
upregulated.wound	CYP27B1
upregulated.wound	DAZAP2
upregulated.wound	DFFA
upregulated.wound	DGAT2
upregulated.wound	DHRS4
upregulated.wound	DHRS4L2
upregulated.wound	DKK3
upregulated.wound	DNAJB12
upregulated.wound	DNMT1
upregulated.wound	ECSIT
upregulated.wound	EIF4EBP1
upregulated.wound	ENTPD7
upregulated.wound	ESRRG
upregulated.wound	FCN2
upregulated.wound	FHL1
upregulated.wound	FKBP7
upregulated.wound	FMO2
upregulated.wound	FNDC3B
upregulated.wound	FRZB
upregulated.wound	FSD2
upregulated.wound	FYCO1
upregulated.wound	GATA2
upregulated.wound	GATA4
upregulated.wound	GCK
upregulated.wound	GLUL
upregulated.wound	GMFG
upregulated.wound	GPX4
upregulated.wound	GRB14
upregulated.wound	GSE1
upregulated.wound	GSN
upregulated.wound	GTF2B
upregulated.wound	H2BC5
upregulated.wound	HADH
upregulated.wound	HAS2
upregulated.wound	HBEGF
upregulated.wound	HERC1
upregulated.wound	HES1
upregulated.wound	HLA-DMA
upregulated.wound	HSDL2
upregulated.wound	HSPA9
upregulated.wound	HSPB8
upregulated.wound	ICAM1
upregulated.wound	IER5
upregulated.wound	IGSF1
upregulated.wound	ILF3
upregulated.wound	ITGB1
upregulated.wound	ITGB1BP2
upregulated.wound	ITM2A
upregulated.wound	KANK3
upregulated.wound	KCNJ2
upregulated.wound	KLF9
upregulated.wound	LAMC1
upregulated.wound	LCLAT1
upregulated.wound	LCP2
upregulated.wound	LGALS1
upregulated.wound	LGR4
upregulated.wound	LMCD1
upregulated.wound	LMNB1
upregulated.wound	LMOD3
upregulated.wound	LRCH2
upregulated.wound	LRRN2
upregulated.wound	LUM
upregulated.wound	LY96
upregulated.wound	LZTR1
upregulated.wound	MAGED1
upregulated.wound	MAP4
upregulated.wound	MC2R
upregulated.wound	MDK
upregulated.wound	ME1
upregulated.wound	ME3
upregulated.wound	MEOX2
upregulated.wound	MFAP4
upregulated.wound	MGRN1
upregulated.wound	MIR208B
upregulated.wound	MLLT3
upregulated.wound	MLPH
upregulated.wound	MN1
upregulated.wound	MYH3
upregulated.wound	MYO1B
upregulated.wound	MYO1F
upregulated.wound	NBEAL1
upregulated.wound	NDUFV1
upregulated.wound	NEO1
upregulated.wound	NFIL3
upregulated.wound	NHEJ1
upregulated.wound	NPY
upregulated.wound	NR5A2
upregulated.wound	NT5C1A
upregulated.wound	OLFM3
upregulated.wound	OMD
upregulated.wound	OPTN
upregulated.wound	ORAI1
upregulated.wound	PDIA3
upregulated.wound	PFN2
upregulated.wound	PHYH
upregulated.wound	PIGK
upregulated.wound	PKNOX2
upregulated.wound	PLA2G12A
upregulated.wound	PLAGL1
upregulated.wound	PLAT
upregulated.wound	PLAU
upregulated.wound	PLOD2
upregulated.wound	PNP
upregulated.wound	POU2F3
upregulated.wound	PPBP
upregulated.wound	PPP1R3C
upregulated.wound	PPP3CB
upregulated.wound	PYGL
upregulated.wound	RAB28
upregulated.wound	RAB3A
upregulated.wound	RASSF4
upregulated.wound	RCSD1
upregulated.wound	RFTN1
upregulated.wound	RFTN2
upregulated.wound	RGS4
upregulated.wound	RHOF
upregulated.wound	RRBP1
upregulated.wound	RSF1
upregulated.wound	SAMD4A
upregulated.wound	SAT1
upregulated.wound	SCARF2
upregulated.wound	SCG2
upregulated.wound	SCN4B
upregulated.wound	SEC22B
upregulated.wound	SEMA6C
upregulated.wound	SESN1
downregulated.regen	CIRBP
downregulated.regen	MMP2
downregulated.regen	FBN2
downregulated.regen	FILIP1L
downregulated.regen	CD207
downregulated.regen	FN1
downregulated.regen	SALL4
downregulated.regen	THBS3
downregulated.regen	COL11A1
downregulated.regen	KAZALD1
downregulated.regen	LAMB1
downregulated.regen	PXDN
downregulated.regen	TAGLN
downregulated.regen	VIM
downregulated.regen	COL28A1
downregulated.regen	HMGCS2
downregulated.regen	RHOU
downregulated.regen	THBS4
downregulated.regen	UMOD
downregulated.regen	VWDE
downregulated.regen	C1QTNF1
downregulated.regen	COL3A1
downregulated.regen	CPZ
downregulated.regen	FSTL1
downregulated.regen	ISG15
downregulated.regen	PAMR1
downregulated.regen	PRICKLE1
downregulated.regen	PRSS23
downregulated.regen	SFRP2
downregulated.regen	ANGPTL2
downregulated.regen	CLEC11A
downregulated.regen	COL7A1
downregulated.regen	CSRP2
downregulated.regen	CTSK
